,words,count
1500,nationaal,4
1501,rapport,4
1502,april,4
1503,preventie,4
1504,heen,4
1505,hervormen,4
1506,iedere,4
1507,terecht,4
1508,cultuureducatie,4
1509,spreiding,4
1510,taakverdeling,4
1511,halen,4
1512,grensoverschrijdende,4
1513,geëngageerde,4
1514,technisch,4
1515,gecreëerd,4
1516,implementatie,4
1517,beslissing,4
1518,aanwending,4
1519,zin,4
1520,fiscaliteit,4
1521,verruimen,4
1522,banken,4
1523,provincie,4
1524,gevolge,4
1525,vooruitstrevende,4
1526,egovernment,4
1527,loket,4
1528,verlaging,4
1529,evenwicht,4
1530,hoogwaardige,4
1531,alleszins,4
1532,voldaan,4
1533,intergemeentelijke,4
1534,zones,4
1535,binnensteden,4
1536,vertegenwoordigers,4
1537,industrie,4
1538,materiaalkringlopen,4
1539,afneemt,4
1540,ecoefficiëntiescan,4
1541,toepassen,4
1542,convenanten,4
1543,investering,4
1544,landbouwbeleid,4
1545,geledingen,4
1546,nood,4
1547,engagement,4
1548,besteding,4
1549,impliceert,4
1550,installaties,4
1551,opgericht,4
1552,financieren,4
1553,informatiemaatschappij,4
1554,rijke,4
1555,goederenvervoer,4
1556,spoor,4
1557,echt,4
1558,criteria,4
1559,besluitvorming,4
1560,beschikking,4
1561,beheersovereenkomst,4
1562,eerder,4
1563,zaventem,4
1564,gestreefd,4
1565,vermindering,4
1566,vlotte,4
1567,terreinen,4
1568,gesteld,4
1569,nederland,4
1570,luchtkwaliteit,4
1571,geluidshinder,4
1572,keten,4
1573,luchthavens,4
1574,richtlijn,4
1575,voertuigen,4
1576,vanaf,4
1577,uitbreiden,4
1578,grondstoffen,4
1579,principe,4
1580,biodiversiteit,4
1581,belgisch,4
1582,standpunt,4
1583,weggewerkt,4
1584,evenals,4
1585,agrarisch,4
1586,afbreuk,4
1587,gedragen,4
1588,adequaat,4
1589,laatste,4
1590,decreten,4
1591,huurwoningen,4
1592,nfs2,4
1593,naleving,4
1594,uitoefenen,4
1595,waarvan,4
1596,belangen,4
1597,eigenaars,4
1598,woonbeleid,4
1599,zorgnoden,4
1600,inkomensgrenzen,4
1601,sporen,4
1602,centrumsteden,4
1603,analogie,4
1604,kostprijs,4
1605,warmtekrachtkoppeling,4
1606,stroomlijnen,4
1607,bijkomend,4
1608,reductie,4
1609,treffen,4
1610,vertegenwoordiging,4
1611,kansarme,4
1612,toestand,4
1613,onderlinge,4
1614,inwoners,4
1615,soorten,4
1616,samenwerkingsakkoorden,4
1617,zelfstandig,4
1618,patiënten,4
1619,justitie,4
1620,minst,4
1621,woonzorgdecreet,4
1622,artsen,4
1623,onderbouw,4
1624,pleegzorg,4
1625,geweld,4
1626,vergrijzing,4
1627,woonzorgvoorzieningen,4
1628,kloof,4
1629,context,4
1630,hand,4
1631,accreditatie,4
1632,gezondheidsen,4
1633,beweging,4
1634,waalse,4
1635,welzijnssector,4
1636,aanpassen,4
1637,audiovisuele,4
1638,gelijkheid,4
1639,minimale,4
1640,erop,4
1641,interbestuurlijk,4
1642,beste,4
1643,mei,4
1644,deelstaat,4
1645,optreden,4
1646,fundamentele,4
1647,nederlandstalige,4
1648,hoofdstedelijk,4
1649,vsgb,4
1650,hallevilvoorde,4
1651,gevallen,4
1652,bevoegdheidsverdeling,4
1653,sociaaleconomisch,4
1654,grondwet,4
1655,vub,4
1656,afdeling,4
1657,cdv,4
1658,20092014,3
1659,schakelen,3
1660,werkgelegenheidsen,3
1661,performant,3
1662,24,3
1663,degelijke,3
1664,27,3
1665,voorbereiden,3
1666,schoolloopbaanbegeleiding,3
1667,ondernemer,3
1668,31,3
1669,klimaat,3
1670,doorgroeibedrijven,3
1671,33,3
1672,34,3
1673,creatief,3
1674,innoverend,3
1675,outputgedreven,3
1676,verontreiniging,3
1677,45,3
1678,46,3
1679,50,3
1680,archeologisch,3
1681,kunsthistorisch,3
1682,55,3
1683,brownfieldontwikkeling,3
1684,57,3
1685,schuldenlast,3
1686,62,3
1687,eerstelijnswelzijnszorg,3
1688,transmurale,3
1689,‘medisch,3
1690,sportbeleving,3
1691,vakantie,3
1692,71,3
1693,verkokering,3
1694,81,3
1695,84,3
1696,wapens,3
1697,85,3
1698,89,3
1699,90,3
1700,91,3
1701,bijlage,3
1702,lieten,3
1703,geert,3
1704,bourgeois,3
1705,jo,3
1706,vandeurzen,3
1707,hilde,3
1708,crevits,3
1709,freya,3
1710,den,3
1711,bossche,3
1712,phillipe,3
1713,muyters,3
1714,joke,3
1715,schauvliege,3
1716,pascal,3
1717,smet,3
1718,eind,3
1719,1980,3
1720,97,3
1721,boven,3
1722,vergelijking,3
1723,industrieel,3
1724,peil,3
1725,zogenaamde,3
1726,concepten,3
1727,ecologisch,3
1728,ligging,3
1729,kordaat,3
1730,complexe,3
1731,opnemen,3
1732,gedurende,3
1733,participatief,3
1734,concretiseren,3
1735,ambitieuze,3
1736,waaraan,3
1737,uitgebouwde,3
1738,efficiëntieverhoging,3
1739,continuïteit,3
1740,werkgeversen,3
1741,werknemersorganisaties,3
1742,zijde,3
1743,mobiliteitsinfrastructuur,3
1744,zorginfrastructuur,3
1745,afgerond,3
1746,leraren,3
1747,dna,3
1748,stimulerend,3
1749,doorgroei,3
1750,landbouwsector,3
1751,innovatiepact,3
1752,werkgelegenheidscreatie,3
1753,mobiliteitssysteem,3
1754,westeuropa,3
1755,ontplooiingskansen,3
1756,banden,3
1757,steunpilaren,3
1758,bestel,3
1759,zorgplan,3
1760,meerjarenprogrammatie,3
1761,alvast,3
1762,hospitalisatieverzekering,3
1763,nieuwkomers,3
1764,oudkomers,3
1765,kortom,3
1766,verdraagzaamheid,3
1767,armoedebeleid,3
1768,gecoördineerde,3
1769,dringen,3
1770,verminderd,3
1771,taakafspraken,3
1772,gereduceerd,3
1773,publieksdiplomatie,3
1774,besparingspad,3
1775,terugval,3
1776,besparen,3
1777,jobkorting,3
1778,selectiever,3
1779,20122014,3
1780,overschotten,3
1781,handen,3
1782,referentie,3
1783,behoudt,3
1784,strikt,3
1785,levenskwaliteit,3
1786,remediëren,3
1787,uitstek,3
1788,krachtdadig,3
1789,inspanning,3
1790,overleggen,3
1791,onverkort,3
1792,kant,3
1793,activerend,3
1794,reden,3
1795,meeste,3
1796,opteren,3
1797,vesoc,3
1798,gepleegd,3
1799,knelpuntvacatures,3
1800,matching,3
1801,matchen,3
1802,gebrek,3
1803,kandidaten,3
1804,sluitende,3
1805,sluitend,3
1806,conjunctuur,3
1807,afstaan,3
1808,arbeid,3
1809,blijkt,3
1810,gekeken,3
1811,arbeidszorg,3
1812,toeleiding,3
1813,hoofd,3
1814,slagen,3
1815,competentieontwikkeling,3
1816,ontwikkelingsplan,3
1817,overzicht,3
1818,diploma’s,3
1819,kwalificatiestructuur,3
1820,bedrijf,3
1821,statuut,3
1822,eventueel,3
1823,gebeurt,3
1824,doorverwijzing,3
1825,instantie,3
1826,taalverwerving,3
1827,stimuli,3
1828,lerenden,3
1829,kwalificaties,3
1830,behaald,3
1831,technologie,3
1832,onderwijsen,3
1833,aantrekken,3
1834,interregionale,3
1835,nederlandse,3
1836,georganiseerd,3
1837,banen,3
1838,doelgroepenbeleid,3
1839,verbonden,3
1840,verantwoorde,3
1841,werkvormen,3
1842,arbeidsdeelname,3
1843,allochtonen,3
1844,werven,3
1845,alsook,3
1846,aanzienlijke,3
1847,subsidies,3
1848,werkbaar,3
1849,element,3
1850,18,3
1851,overheidsdiensten,3
1852,eenduidige,3
1853,overstaan,3
1854,laag,3
1855,onmiddellijk,3
1856,voorbereid,3
1857,gang,3
1858,oplevert,3
1859,lenen,3
1860,impuls,3
1861,decentrale,3
1862,vlot,3
1863,daken,3
1864,waterzuivering,3
1865,xlfonds,3
1866,achtergestelde,3
1867,voegen,3
1868,verouderde,3
1869,erin,3
1870,sigmaplan,3
1871,zeebrugge,3
1872,kustverdediging,3
1873,noordzeering,3
1874,technische,3
1875,geleverd,3
1876,mede,3
1877,vastgesteld,3
1878,investeerders,3
1879,infrastructuurwerken,3
1880,uitvoeringsplan,3
1881,ruimer,3
1882,verplichten,3
1883,gewestelijk,3
1884,grup,3
1885,vlottere,3
1886,dossiers,3
1887,waarbinnen,3
1888,versoepelen,3
1889,beroep,3
1890,beperkte,3
1891,onmiddellijke,3
1892,invoeren,3
1893,gesubsidieerde,3
1894,werkzaamheden,3
1895,toekenning,3
1896,bosgebieden,3
1897,maatregel,3
1898,bestaan,3
1899,degelijk,3
1900,voorgesteld,3
1901,hierover,3
1902,studiedienst,3
1903,hervormingen,3
1904,namelijk,3
1905,uitstraling,3
1906,lang,3
1907,vaardigheden,3
1908,achtergrond,3
1909,erg,3
1910,pedagogische,3
1911,budget,3
1912,lessen,3
1913,netwerken,3
1914,gebruikt,3
1915,begrip,3
1916,scholengemeenschap,3
1917,contracten,3
1918,beslist,3
1919,transparanter,3
1920,ernstig,3
1921,tekort,3
1922,gewerkt,3
1923,aanvraag,3
1924,fysieke,3
1925,verwacht,3
1926,gepaard,3
1927,behandeling,3
1928,prestaties,3
1929,praktijken,3
1930,behoeftedekkend,3
1931,functioneel,3
1932,beleidsaanbevelingen,3
1933,rondetafelconferentie,3
1934,volwassen,3
1935,aanmerking,3
1936,ervaringen,3
1937,onderwijskansen,3
1938,buitengewoon,3
1939,verwerving,3
1940,verantwoordelijk,3
1941,vergroot,3
1942,gezamenlijk,3
1943,inschrijving,3
1944,experimenten,3
1945,eindtermen,3
1946,talen,3
1947,leuven,3
1948,aantoonbare,3
1949,combineren,3
1950,evengoed,3
1951,nagegaan,3
1952,taskforce,3
1953,openheid,3
1954,socioeconomische,3
1955,sporten,3
1956,beroepssecundair,3
1957,wetgeving,3
1958,stijging,3
1959,onafhankelijkheid,3
1960,overeenstemming,3
1961,schenken,3
1962,moeilijkheden,3
1963,concurrentie,3
1964,creatie,3
1965,competitiviteit,3
1966,valoriseren,3
1967,waarborgregeling,3
1968,wensen,3
1969,doordat,3
1970,actiever,3
1971,akkoorden,3
1972,administratief,3
1973,verwerking,3
1974,roepen,3
1975,proactieve,3
1976,limburg,3
1977,starters,3
1978,ondernemend,3
1979,flexibele,3
1980,aanvragen,3
1981,legt,3
1982,instanties,3
1983,aantrekkelijkheid,3
1984,management,3
1985,beloftevolle,3
1986,taakstelling,3
1987,ijzeren,3
1988,pandendecreet,3
1989,activering,3
1990,punt,3
1991,doorlooptijd,3
1992,concessie,3
1993,kmozones,3
1994,woongebieden,3
1995,hectare,3
1996,binding,3
1997,ontsluitingsinfrastructuur,3
1998,winkelen,3
1999,uitmaken,3
2000,ongewenste,3
2001,wagen,3
2002,uitvoer,3
2003,functioneren,3
2004,kennisinstellingen,3
2005,dichtbevolkte,3
2006,voertuigindustrie,3
2007,innovatieecosysteem,3
2008,toegevoegde,3
2009,bereidt,3
2010,creëert,3
2011,druk,3
2012,overheidsinstrumenten,3
2013,ecologiepremie,3
2014,bedrijfsprocessen,3
2015,registreren,3
2016,groter,3
2017,rendement,3
2018,milieubeleid,3
2019,instrumentenmix,3
2020,vervult,3
2021,toenemen,3
2022,miljoen,3
2023,landbouwproductiviteit,3
2024,kampen,3
2025,voeding,3
2026,2013,3
2027,toegenomen,3
2028,materiaal,3
2029,veilige,3
2030,milieuvriendelijke,3
2031,producenten,3
2032,hoevetoerisme,3
2033,taakstellingen,3
2034,structuurplan,3
2035,stroomlijning,3
2036,2012,3
2037,innovatiecentra,3
2038,toepassingen,3
2039,norm,3
2040,betekenis,3
2041,technologieën,3
2042,onderzoekscentra,3
2043,opdrachten,3
2044,benut,3
2045,omschreven,3
2046,dynamiek,3
2047,beoogde,3
2048,inspelen,3
2049,wetenschap,3
2050,patrimonium,3
2051,uiteraard,3
2052,uitgetekend,3
2053,aangepakt,3
2054,dezelfde,3
2055,doet,3
2056,aangroeien,3
2057,hanteren,3
2058,aandachtspunten,3
2059,baten,3
2060,handhaving,3
2061,onderdeel,3
2062,kostenbatenanalyse,3
2063,aanbevelingen,3
2064,primaire,3
2065,waterweg,3
2066,vrijwaren,3
2067,samenwerkingsverband,3
2068,afhandeling,3
2069,promotie,3
2070,scheepvaart,3
2071,gezet,3
2072,ijveren,3
2073,vergelijkbare,3
2074,verzelfstandiging,3
2075,totale,3
2076,vertalen,3
2077,omgevingslawaai,3
2078,hybride,3
2079,opgezet,3
2080,doorgevoerd,3
2081,omvang,3
2082,snelheid,3
2083,vastgoedprijzen,3
2084,gestegen,3
2085,woning,3
2086,elektriciteit,3
2087,grijpen,3
2088,waterlopen,3
2089,broeikasgasuitstoot,3
2090,afgesproken,3
2091,aanpassing,3
2092,uitgaande,3
2093,bossen,3
2094,formele,3
2095,vergunningsaanvragen,3
2096,doordacht,3
2097,stedenbouwkundige,3
2098,zes,3
2099,aantreden,3
2100,treden,3
2101,subsidiariteit,3
2102,uitoefening,3
2103,stelsel,3
2104,budgetten,3
2105,gewestelijke,3
2106,huisvestingsmaatschappijen,3
2107,huurders,3
2108,voordoen,3
2109,voorziet,3
2110,onroerende,3
2111,speciale,3
2112,gezorgd,3
2113,vlabinvest,3
2114,cohesie,3
2115,invoering,3
2116,bruikbaar,3
2117,verdrag,3
2118,intern,3
2119,warmte,3
2120,gratis,3
2121,geheel,3
2122,100,3
2123,leidraad,3
2124,studie,3
2125,bevatten,3
2126,exploitatie,3
2127,betalen,3
2128,kaderrichtlijn,3
2129,formuleren,3
2130,afvalstoffen,3
2131,uitvoeringsplannen,3
2132,verantwoordelijkheden,3
2133,multifunctionele,3
2134,juridisch,3
2135,buurten,3
2136,instandhoudingsdoelstellingen,3
2137,instandhouding,3
2138,cofinanciering,3
2139,gesloten,3
2140,toekomstproject,3
2141,zelfontplooiing,3
2142,schuldbemiddeling,3
2143,mediabeleid,3
2144,thuissituatie,3
2145,beschikbaar,3
2146,zorgaanbod,3
2147,aangenomen,3
2148,gedetineerden,3
2149,opgevolgd,3
2150,gecoördineerd,3
2151,jeugdwerk,3
2152,ambulante,3
2153,zaken,3
2154,gezinszorg,3
2155,organiseren,3
2156,professionalisering,3
2157,programmatie,3
2158,beleidsniveaus,3
2159,zekerheid,3
2160,beleidsplan,3
2161,wijkgezondheidscentra,3
2162,erkennen,3
2163,meerdere,3
2164,beschikbare,3
2165,intramurale,3
2166,vallen,3
2167,erkenningsnormen,3
2168,afgeschaft,3
2169,preventiebeleid,3
2170,consultatiebureaus,3
2171,cijfers,3
2172,waardevolle,3
2173,promoten,3
2174,interculturaliteit,3
2175,charter,3
2176,engageert,3
2177,afkomst,3
2178,bevestigt,3
2179,civiele,3
2180,sportbeleid,3
2181,bewaren,3
2182,instituut,3
2183,audiovisueel,3
2184,cultuurinstellingen,3
2185,creativiteit,3
2186,manieren,3
2187,uitsluiting,3
2188,jeugdverblijven,3
2189,slot,3
2190,topsport,3
2191,integriteit,3
2192,gekozen,3
2193,kunststeden,3
2194,democratische,3
2195,ondertiteling,3
2196,televisieomroepen,3
2197,lineaire,3
2198,dienen,3
2199,enkele,3
2200,individuen,3
2201,genderevenwichtige,3
2202,interactie,3
2203,gelijkwaardigheid,3
2204,ondersteunende,3
2205,leert,3
2206,regeringsbeleid,3
2207,efficiëntietraject,3
2208,audit,3
2209,commissie,3
2210,topmanagement,3
2211,terugdringen,3
2212,verantwoording,3
2213,wettelijke,3
2214,invullen,3
2215,kabinetten,3
2216,doeltreffende,3
2217,departementen,3
2218,gegevensuitwisseling,3
2219,intermediaire,3
2220,koppelsubsidies,3
2221,interbestuurlijke,3
2222,fiscaal,3
2223,verzekerd,3
2224,plattelandsgemeenten,3
2225,buurlanden,3
2226,territoriale,3
2227,redenen,3
2228,zuiden,3
2229,coherentie,3
2230,toets,3
2231,materies,3
2232,brusselbeleid,3
2233,secretarisgeneraal,3
2234,tweetaligheid,3
2235,anderstaligen,3
2236,ziet,3
2237,maart,3
2238,u,3
2239,wallonië,3
2240,past,3
2241,tav,3
2242,uitdrukkelijk,3
2243,reglementering,3
2244,telecommunicatie,3
2245,artikel,3
2246,martelaarsplein,3
2247,bestuurder,3
2248,20042007,3
2249,beleidsvelden,3
2250,izegem,3
2251,volksvertegenwoordiger,3
2252,koning,3
2253,albert,3
2254,iilaan,3
2255,torhout,3
2256,consumentenzaken,3
2257,20042009,3
2258,vluchtelingen,3
2259,inleiding,2
2260,17,2
2261,afronden,2
2262,21,2
2263,ii,2
2264,23,2
2265,telt,2
2266,netwerkonderwijs,2
2267,eutopniveau,2
2268,29,2
2269,sectorbeleid,2
2270,levendige,2
2271,visserijsector,2
2272,innovatiecentrum,2
2273,volharden,2
2274,speerpuntclusters,2
2275,gestroomlijnd,2
2276,onderzoeksbeleid,2
2277,onderzoekstalent,2
2278,stappers,2
2279,trappers,2
2280,privévervoer,2
2281,42,2
2282,44,2
2283,doorrekenen,2
2284,49,2
2285,renoveren,2
2286,verstandig,2
2287,recyclage,2
2288,53,2
2289,54,2
2290,luchtbeleid,2
2291,geluidsbeleid,2
2292,56,2
2293,bodembeleid,2
2294,milieuregels,2
2295,iii,2
2296,59,2
2297,gezinsen,2
2298,inspirerend,2
2299,f,2
2300,g,2
2301,h,2
2302,gerespecteerde,2
2303,j,2
2304,curatieve,2
2305,k,2
2306,l,2
2307,m,2
2308,n,2
2309,73,2
2310,74,2
2311,75,2
2312,iv,2
2313,77,2
2314,overheidsapparaat,2
2315,beleidsondersteuning,2
2316,aanbesteden,2
2317,zuinigheid,2
2318,drukte,2
2319,82,2
2320,uiten,2
2321,doorvoer,2
2322,v,2
2323,87,2
2324,vi,2
2325,februari,2
2326,95,2
2327,regeringsverklaring,2
2328,103,2
2329,111,2
2330,112,2
2331,113,2
2332,114,2
2333,115,2
2334,116,2
2335,117,2
2336,118,2
2337,119,2
2338,120,2
2339,colofon,2
2340,wereldwijde,2
2341,exportgerichte,2
2342,hard,2
2343,verwachte,2
2344,diepe,2
2345,langdurige,2
2346,vooruitzichten,2
2347,hoogste,2
2348,20112014,2
2349,stabiliseren,2
2350,verwerkende,2
2351,industriële,2
2352,bedrijfstakken,2
2353,voordele,2
2354,begeleid,2
2355,woont,2
2356,weloverwogen,2
2357,stabiele,2
2358,daadkrachtige,2
2359,partijen,2
2360,haalbaar,2
2361,uitvoerbaar,2
2362,welvarende,2
2363,toekomstvisie,2
2364,onderscheidende,2
2365,klare,2
2366,responsabilisering,2
2367,efficiëntieen,2
2368,overheidsbeleid,2
2369,overgeschakeld,2
2370,ontwikkelingplan,2
2371,loopbaanbegeleiding,2
2372,competentiemanagement,2
2373,verkrijgen,2
2374,persoonlijkheidsontwikkeling,2
2375,ontwikkel,2
2376,omgevingskader,2
2377,gazellesprong,2
2378,omschakeling,2
2379,visserijvloot,2
2380,coalitie,2
2381,kennisen,2
2382,wetenschapsinstellingen,2
2383,specialisatie,2
2384,vervoersvraag,2
2385,beschermt,2
2386,armoedesituaties,2
2387,terug,2
2388,hoofdstukken,2
2389,aanwezigheidspolitiek,2
2390,positioneren,2
2391,beleidsvoorkeuren,2
2392,krachtiger,2
2393,gedeelde,2
2394,voorganger,2
2395,verwoord,2
2396,kopgroep,2
2397,beleidskeuzes,2
2398,overtuigd,2
2399,topregio,2
2400,kansarmen,2
2401,diegenen,2
2402,jobverlies,2
2403,reintegratie,2
2404,werkzaamheidsgraad,2
2405,vroege,2
2406,arbeidsmarktsituatie,2
2407,openstaan,2
2408,gebruikers,2
2409,bomen,2
2410,besprekingen,2
2411,aanvang,2
2412,najaar,2
2413,ontstaat,2
2414,vervulling,2
2415,vdabaanpak,2
2416,knelpuntberoepen,2
2417,competentieversterking,2
2418,periodes,2
2419,geschikte,2
2420,50’ers,2
2421,psychische,2
2422,welzijnwerktrajecten,2
2423,opgestart,2
2424,arbeidsmarktgerichte,2
2425,beleidskader,2
2426,oriëntering,2
2427,digitaal,2
2428,portfolio,2
2429,schoolverlaters,2
2430,hij,2
2431,werkwinkels,2
2432,plichten,2
2433,beantwoord,2
2434,ervaringsbewijzen,2
2435,beroepen,2
2436,competentiegericht,2
2437,hetzij,2
2438,opmaken,2
2439,opleidingsbeleid,2
2440,deelname,2
2441,zoektocht,2
2442,taalopleiding,2
2443,toegezien,2
2444,voorrangsbeleid,2
2445,overdracht,2
2446,knowhow,2
2447,gemakkelijker,2
2448,gevonden,2
2449,nadrukkelijk,2
2450,domotica,2
2451,vraaggerichte,2
2452,introduceren,2
2453,16,2
2454,arbeidsmarkten,2
2455,accuraat,2
2456,herstructurering,2
2457,uitstroomresultaat,2
2458,nauwgezet,2
2459,eenduidig,2
2460,tewerkstellingsmaatregelen,2
2461,afwikkeling,2
2462,pijler,2
2463,maatwerkbedrijven,2
2464,versterkte,2
2465,doorstroom,2
2466,hrbeleid,2
2467,ondernemingsniveau,2
2468,diversiteitsplannen,2
2469,leidend,2
2470,barrières,2
2471,verantwoord,2
2472,ontvangen,2
2473,omvangrijke,2
2474,akkoord,2
2475,werkbaarheid,2
2476,gespecialiseerde,2
2477,marktwerking,2
2478,resoc’s,2
2479,streekpacten,2
2480,uitkeringen,2
2481,toestemming,2
2482,omvattend,2
2483,kapitaalsinvesteringen,2
2484,multiplicator,2
2485,publiekprivate,2
2486,weerslag,2
2487,verzamelen,2
2488,onnodige,2
2489,oplopen,2
2490,ronden,2
2491,bod,2
2492,delen,2
2493,energiebesparingen,2
2494,windmolenparken,2
2495,noordzee,2
2496,slim,2
2497,vervoeren,2
2498,betekenisvol,2
2499,onverminderd,2
2500,allemaal,2
2501,bedrijvigheid,2
2502,loopt,2
2503,coherente,2
2504,opstelling,2
2505,limburgse,2
2506,lrm,2
2507,technologisch,2
2508,ovam,2
2509,sanering,2
2510,privaat,2
2511,capaciteitsuitbreiding,2
2512,vertramming,2
2513,tramprojecten,2
2514,vervoerspotentieel,2
2515,snelbusnetwerk,2
2516,woonwerkverplaatsingen,2
2517,slib,2
2518,kortrijk,2
2519,frankrijk,2
2520,albertkanaal,2
2521,terneuzen,2
2522,baaien,2
2523,2100,2
2524,vergelijkbaar,2
2525,schoolinfrastructuur,2
2526,groeiende,2
2527,prefinancieren,2
2528,regelgevende,2
2529,bijsturen,2
2530,moeilijker,2
2531,snellere,2
2532,nut,2
2533,initiatiefnemer,2
2534,mer,2
2535,aangeeft,2
2536,wegens,2
2537,relatie,2
2538,afgeweken,2
2539,vigerende,2
2540,decreetgever,2
2541,scheppen,2
2542,onteigeningen,2
2543,aankoopcomités,2
2544,comités,2
2545,subsidie,2
2546,generieke,2
2547,ingrepen,2
2548,projectgroep,2
2549,projectleider,2
2550,leiding,2
2551,vastleggen,2
2552,concretisering,2
2553,waarmaken,2
2554,oriënteren,2
2555,gesteund,2
2556,lissabonstrategie,2
2557,meewerken,2
2558,inzichten,2
2559,overheidscommunicatie,2
2560,evenementen,2
2561,qua,2
2562,symbool,2
2563,voornaamste,2
2564,onaanvaardbaar,2
2565,beleidsmaatregelen,2
2566,grondwettelijke,2
2567,dé,2
2568,rijkdom,2
2569,startkwalificaties,2
2570,ieders,2
2571,kritische,2
2572,samenwerkt,2
2573,geplaatst,2
2574,verplichte,2
2575,arbeidsmarktgericht,2
2576,contact,2
2577,zinvol,2
2578,rondom,2
2579,buitenschoolse,2
2580,overgang,2
2581,schakel,2
2582,collectieve,2
2583,zesjarige,2
2584,scholengemeenschappen,2
2585,medio,2
2586,internaten,2
2587,schoolteam,2
2588,vervangen,2
2589,schoolbesturen,2
2590,herzien,2
2591,gebouwd,2
2592,absoluut,2
2593,signaleren,2
2594,verkleinen,2
2595,geleverde,2
2596,werkingsmiddelen,2
2597,welbevinden,2
2598,zelfdoding,2
2599,spijbelactieplan,2
2600,geïntensifieerd,2
2601,volwassenenonderwijs,2
2602,aangelegenheden,2
2603,cursisten,2
2604,levensfase,2
2605,aanmoedigen,2
2606,evc’s,2
2607,gehonoreerd,2
2608,dko,2
2609,leerplichtonderwijs,2
2610,basisen,2
2611,kunstbeoefening,2
2612,genieten,2
2613,werkgroepen,2
2614,leerling,2
2615,taalvaardigheid,2
2616,omkaderingsmiddelen,2
2617,gewoon,2
2618,rekenen,2
2619,leerzorg,2
2620,geleidelijk,2
2621,regelingen,2
2622,verbreed,2
2623,geschreven,2
2624,leerlingenvervoer,2
2625,taalbeleid,2
2626,geprofessionaliseerd,2
2627,schoolen,2
2628,studietoelagen,2
2629,automatisch,2
2630,kostenbeheersing,2
2631,aanbieders,2
2632,mix,2
2633,vreemde,2
2634,afgestudeerden,2
2635,toegankelijker,2
2636,diploma,2
2637,aspect,2
2638,schoolloopbaanen,2
2639,ontwikkelingskansen,2
2640,jeugdhulpverlening,2
2641,dringende,2
2642,onderwijsactoren,2
2643,gestructureerde,2
2644,professioneel,2
2645,investeringsprogramma,2
2646,rationalisatie,2
2647,debat,2
2648,kennisontwikkeling,2
2649,associaties,2
2650,gewaakt,2
2651,onvoldoende,2
2652,brp,2
2653,bereikt,2
2654,afstudeerrichtingen,2
2655,acute,2
2656,kredietschaarste,2
2657,ondernemerszin,2
2658,genoeg,2
2659,internationalisering,2
2660,failliet,2
2661,afgesloten,2
2662,bijstaan,2
2663,versnelling,2
2664,herstel,2
2665,arkimedesfonds,2
2666,winwinlening,2
2667,verbreding,2
2668,grens,2
2669,innovatieveen,2
2670,multiplicatoreffect,2
2671,bewerkstelligen,2
2672,preventief,2
2673,stoppen,2
2674,vervolg,2
2675,risicokapitaal,2
2676,werklozen,2
2677,opleiden,2
2678,ondernemende,2
2679,veld,2
2680,ondernemerstrajecten,2
2681,trajectbegeleiding,2
2682,vereenvoudigingen,2
2683,consequent,2
2684,binnenen,2
2685,overname,2
2686,generatiewisseling,2
2687,successierechten,2
2688,familiale,2
2689,volgt,2
2690,goedgekeurde,2
2691,vanwege,2
2692,loonlasten,2
2693,dalen,2
2694,heffen,2
2695,bedrijfsvriendelijk,2
2696,uitgevoerde,2
2697,nulmetingen,2
2698,lasten,2
2699,verminderingen,2
2700,externe,2
2701,groeiers,2
2702,trekken,2
2703,keuren,2
2704,planningsprocessen,2
2705,bestemde,2
2706,noch,2
2707,wijzigen,2
2708,voorraad,2
2709,vervolledigd,2
2710,onbenutte,2
2711,bedrijfsgronden,2
2712,bedrijfspanden,2
2713,aangegeven,2
2714,adequate,2
2715,versus,2
2716,subregionaal,2
2717,signaalfunctie,2
2718,verkorting,2
2719,feitelijke,2
2720,‘houdbaarheidsdatum’,2
2721,kwaliteitscriteria,2
2722,kavelgrootte,2
2723,waterbeheer,2
2724,uitgifte,2
2725,toenemend,2
2726,gewicht,2
2727,erfpacht,2
2728,verkoop,2
2729,nazicht,2
2730,contractuele,2
2731,groenen,2
2732,grijsonderhoud,2
2733,uitgekiende,2
2734,beleidsstrategie,2
2735,bedrijvencentra,2
2736,herlokalisatie,2
2737,kmogrond,2
2738,herlokaliseren,2
2739,perceelsgrootte,2
2740,zone,2
2741,hoofddorp,2
2742,woonkern,2
2743,kmozone,2
2744,verzoenbaar,2
2745,opbrengsten,2
2746,versleutelen,2
2747,afweging,2
2748,winkelvestigingen,2
2749,kernwinkelgebieden,2
2750,kleinhandelszones,2
2751,overgangsfase,2
2752,winkelvisie,2
2753,voorwerp,2
2754,omzendbrief,2
2755,‘ruimtelijke,2
2756,winkelcentra’,2
2757,complementariteit,2
2758,wandel,2
2759,aanzuigeffecten,2
2760,nadele,2
2761,lintbebouwing,2
2762,dienstensectoren,2
2763,wereldhandel,2
2764,markten,2
2765,briclanden,2
2766,groeit,2
2767,innovatiebeleid,2
2768,automotive,2
2769,gelet,2
2770,mobiliteitsconcepten,2
2771,erkend,2
2772,testen,2
2773,hoogtechnologische,2
2774,stimulerende,2
2775,hecht,2
2776,fungeren,2
2777,kiest,2
2778,klassieke,2
2779,ecoinnovatie,2
2780,voorloperbeleid,2
2781,ecoefficiëntie,2
2782,ontkoppeling,2
2783,cradletocradle,2
